num_expediente;fecha;hora;localizacion;numero;cod_distrito;distrito;tipo_accidente;estado_meteorológico;tipo_vehiculo;tipo_persona;rango_edad;sexo;cod_lesividad;lesividad;coordenada_x_utm;coordenada_y_utm;positiva_alcohol;positiva_droga
2024S000958;11/01/2024;13:40:00;CALL. FOXTROT, 1;1;21;BARAJAS;Colisión lateral;Despejado;Camión rígido;Conductor;De 35 a 39 años;Hombre;NULL;NULL;451067;4478062;N;NULL
2024S000958;11/01/2024;13:40:00;CALL. FOXTROT, 1;1;21;BARAJAS;Colisión lateral;Despejado;Camión rígido;Conductor;Desconocido;Desconocido;NULL;NULL;451067;4478062;N;NULL
2024S000959;12/01/2024;8:15:00;AUTOV. M-30, 12NL00;12NL00;2;ARGANZUELA;Alcance;Despejado;Turismo;Conductor;De 25 a 29 años;Hombre;NULL;NULL;442091;4470752;N;NULL
2024S000959;12/01/2024;8:15:00;AUTOV. M-30, 12NL00;12NL00;2;ARGANZUELA;Alcance;Despejado;Turismo;Conductor;De 30 a 34 años;Hombre;NULL;NULL;442091;4470752;N;NULL
2024S000960;12/01/2024;8:00:00;AUTOV. M-30, 06XC30;06XC30;15;CIUDAD LINEAL;Alcance;NULL;Turismo;Conductor;De 40 a 44 años;Hombre;NULL;NULL;443970;4475736;N;NULL
2024S000960;12/01/2024;8:00:00;AUTOV. M-30, 06XC30;06XC30;15;CIUDAD LINEAL;Alcance;NULL;Turismo;Conductor;De 55 a 59 años;Hombre;NULL;NULL;443970;4475736;N;NULL
2024S000962;12/01/2024;9:05:00;CALL. JULIO PALACIOS, 23;23;8;FUENCARRAL-EL PARDO;Choque contra obstáculo fijo;NULL;Turismo;Conductor;Más de 74 años;Hombre;NULL;NULL;441178;4481597;N;NULL
2024S000963;12/01/2024;9:45:00;CALL. BRUJAS / AVDA. DEL DR. GARCIA TAPIA;2;14;MORATALAZ;Atropello a animal;Despejado;Furgoneta;Conductor;De 35 a 39 años;Hombre;14;Sin asistencia sanitaria;446838;4473048;N;NULL
2024S000963;12/01/2024;9:45:00;CALL. BRUJAS / AVDA. DEL DR. GARCIA TAPIA;2;14;MORATALAZ;Atropello a animal;Despejado;Furgoneta;Peatón;De 35 a 39 años;Hombre;NULL;NULL;446838;4473048;N;NULL
2024S000964;12/01/2024;10:15:00;CALL. SOR ANGELA DE LA CRUZ, 12;12;6;TETUÁN;Alcance;Despejado;Todo terreno;Conductor;De 35 a 39 años;Mujer;NULL;NULL;441211;4478964;N;NULL
2024S000964;12/01/2024;10:15:00;CALL. SOR ANGELA DE LA CRUZ, 12;12;6;TETUÁN;Alcance;Despejado;Turismo;Conductor;De 50 a 54 años;Hombre;NULL;NULL;441211;4478964;N;NULL
2024S000964;12/01/2024;10:15:00;CALL. SOR ANGELA DE LA CRUZ, 12;12;6;TETUÁN;Alcance;Despejado;Turismo;Conductor;De 60 a 64 años;Hombre;NULL;NULL;441211;4478964;N;NULL
2024S000965;11/01/2024;10:30:00;CALL. EDGAR NEVILLE / CALL. BASILICA;23;6;TETUÁN;Choque contra obstáculo fijo;NULL;Camión rígido;Conductor;De 25 a 29 años;Hombre;NULL;NULL;440986;4477883;N;NULL
2024S000966;12/01/2024;9:38:00;CALL. MACHAQUITO, 33;33;16;HORTALEZA;Alcance;NULL;Furgoneta;Conductor;De 35 a 39 años;Hombre;NULL;NULL;446924;4478776;N;NULL
2024S000966;12/01/2024;9:38:00;CALL. MACHAQUITO, 33;33;16;HORTALEZA;Alcance;NULL;Turismo;Conductor;De 40 a 44 años;Mujer;NULL;NULL;446924;4478776;N;NULL
2024S000967;12/01/2024;11:15:00;PLAZA. CARDENAL CISNEROS, 3;3;9;MONCLOA-ARAVACA;Atropello a persona;Despejado;Turismo;Conductor;De 55 a 59 años;Hombre;14;Sin asistencia sanitaria;438454;4476881;N;NULL
2024S000967;12/01/2024;11:15:00;PLAZA. CARDENAL CISNEROS, 3;3;9;MONCLOA-ARAVACA;Atropello a persona;Despejado;Turismo;Peatón;De 21 a 24 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;438454;4476881;N;NULL
2024S000968;12/01/2024;11:28:00;PASEO. CASTELLANA, 128;128;5;CHAMARTÍN;Atropello a persona;Despejado;Turismo;Conductor;De 55 a 59 años;Hombre;14;Sin asistencia sanitaria;441458;4477923;N;NULL
2024S000968;12/01/2024;11:28:00;PASEO. CASTELLANA, 128;128;5;CHAMARTÍN;Atropello a persona;Despejado;Turismo;Peatón;De 18 a 20 años;Mujer;6;Asistencia sanitaria inmediata en centro de salud o mutua;441458;4477923;N;NULL
2024S000969;12/01/2024;11:20:00;CALL. MIGUEL ANGEL, 31;31;7;CHAMBERÍ;Colisión lateral;NULL;Camión rígido;Conductor;De 40 a 44 años;Hombre;NULL;NULL;441371;4476590;N;NULL
2024S000969;12/01/2024;11:20:00;CALL. MIGUEL ANGEL, 31;31;7;CHAMBERÍ;Colisión lateral;NULL;Turismo;Conductor;De 30 a 34 años;Hombre;NULL;NULL;441371;4476590;N;NULL
2024S000969;12/01/2024;11:20:00;CALL. MIGUEL ANGEL, 31;31;7;CHAMBERÍ;Colisión lateral;NULL;Turismo;Pasajero;De 40 a 44 años;Hombre;NULL;NULL;441371;4476590;N;NULL
2024S000970;12/01/2024;13:06:00;CALL. MOZART, 26;26;9;MONCLOA-ARAVACA;Atropello a persona;Despejado;Camión rígido;Conductor;De 35 a 39 años;Hombre;14;Sin asistencia sanitaria;438758;4475008;N;NULL
2024S000970;12/01/2024;13:06:00;CALL. MOZART, 26;26;9;MONCLOA-ARAVACA;Atropello a persona;Despejado;Camión rígido;Peatón;De 55 a 59 años;Mujer;3;Ingreso superior a 24 horas;438758;4475008;N;NULL
2024S000971;12/01/2024;13:00:00;CALL. BELMONTE DE TAJO, 63;63;11;CARABANCHEL;Colisión lateral;Despejado;Furgoneta;Conductor;De 30 a 34 años;Hombre;NULL;NULL;438884;4471328;N;NULL
2024S000971;12/01/2024;13:00:00;CALL. BELMONTE DE TAJO, 63;63;11;CARABANCHEL;Colisión lateral;Despejado;Turismo;Conductor;De 21 a 24 años;Hombre;NULL;NULL;438884;4471328;N;NULL
2024S000972;12/01/2024;12:33:00;GTA. RICARDO VELAZQUEZ BOSCO / AVDA. VEINTICINCO DE SEPTIEMBRE;2;20;SAN BLAS-CANILLEJAS;Colisión lateral;Despejado;Motocicleta hasta 125cc;Conductor;De 35 a 39 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;446906;4477585;N;NULL
2024S000972;12/01/2024;12:33:00;GTA. RICARDO VELAZQUEZ BOSCO / AVDA. VEINTICINCO DE SEPTIEMBRE;2;20;SAN BLAS-CANILLEJAS;Colisión lateral;Despejado;Turismo;Conductor;De 55 a 59 años;Hombre;14;Sin asistencia sanitaria;446906;4477585;N;NULL
2024S000973;12/01/2024;11:40:00;CRUCE CALLE TOMELLOSO CON CALLE DOCTOR TOLOSA LATOUR;18;12;USERA;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;De 45 a 49 años;Mujer;14;Sin asistencia sanitaria;440562;4470060;N;NULL
2024S000974;12/01/2024;12:49:00;CALL. SAN JAIME, 7;7;18;VILLA DE VALLECAS;Caída;NULL;Motocicleta > 125cc;Conductor;De 35 a 39 años;Hombre;NULL;NULL;446643;4469964;N;NULL
2024S000975;12/01/2024;12:50:00;CALL. JUAN DEL ROSAL, 2;2;9;MONCLOA-ARAVACA;Alcance;Despejado;Motocicleta hasta 125cc;Conductor;De 21 a 24 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;437787;4478206;N;NULL
2024S000975;12/01/2024;12:50:00;CALL. JUAN DEL ROSAL, 2;2;9;MONCLOA-ARAVACA;Alcance;Despejado;Todo terreno;Conductor;De 65 a 69 años;Hombre;14;Sin asistencia sanitaria;437787;4478206;N;NULL
2024S000976;12/01/2024;13:50:00;CALL. ALBAIDA, 28;28;20;SAN BLAS-CANILLEJAS;Atropello a persona;Despejado;Maquinaria de obras;Conductor;De 30 a 34 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;447442;4476047;N;NULL
2024S000976;12/01/2024;13:50:00;CALL. ALBAIDA, 28;28;20;SAN BLAS-CANILLEJAS;Atropello a persona;Despejado;Maquinaria de obras;Peatón;De 60 a 64 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;447442;4476047;N;NULL
2024S000977;12/01/2024;14:00:00;CALL. CUEVAS DEL ALMANZORA, 63;63;16;HORTALEZA;Atropello a persona;Despejado;Autobús;Conductor;De 35 a 39 años;Hombre;14;Sin asistencia sanitaria;443917;4480677;N;NULL
2024S000977;12/01/2024;14:00:00;CALL. CUEVAS DEL ALMANZORA, 63;63;16;HORTALEZA;Atropello a persona;Despejado;Autobús;Peatón;De 45 a 49 años;Hombre;3;Ingreso superior a 24 horas;443917;4480677;N;NULL
2024S000978;12/01/2024;15:00:00;AVDA. GENERAL PERON, 24;24;6;TETUÁN;Alcance;Despejado;Furgoneta;Conductor;De 30 a 34 años;Hombre;14;Sin asistencia sanitaria;441007;4478199;N;NULL
2024S000978;12/01/2024;15:00:00;AVDA. GENERAL PERON, 24;24;6;TETUÁN;Alcance;Despejado;Motocicleta hasta 125cc;Conductor;De 55 a 59 años;Mujer;6;Asistencia sanitaria inmediata en centro de salud o mutua;441007;4478199;N;NULL
2024S000979;12/01/2024;14:35:00;CALL. BENITO GUTIERREZ, 47;47;9;MONCLOA-ARAVACA;Colisión frontal;NULL;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;438715;4475759;N;NULL
2024S000979;12/01/2024;14:35:00;CALL. BENITO GUTIERREZ, 47;47;9;MONCLOA-ARAVACA;Colisión frontal;NULL;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;438715;4475759;N;NULL
2024S000979;12/01/2024;14:35:00;CALL. BENITO GUTIERREZ, 47;47;9;MONCLOA-ARAVACA;Colisión frontal;NULL;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;438715;4475759;N;NULL
2024S000980;12/01/2024;15:18:00;CALL. VILLALMANZO / CALL. LAGO ERIE;14;19;VICÁLVARO;Atropello a persona;Despejado;Turismo;Conductor;De 50 a 54 años;Mujer;14;Sin asistencia sanitaria;448470;4472861;N;NULL
2024S000980;12/01/2024;15:18:00;CALL. VILLALMANZO / CALL. LAGO ERIE;14;19;VICÁLVARO;Atropello a persona;Despejado;Turismo;Peatón;De 55 a 59 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;448470;4472861;N;NULL
2024S000981;12/01/2024;15:15:00;CALL. MIGUEL ANGEL, 6;6;7;CHAMBERÍ;Colisión fronto-lateral;Despejado;Motocicleta > 125cc;Conductor;De 40 a 44 años;Hombre;3;Ingreso superior a 24 horas;441369;4476123;N;NULL
2024S000981;12/01/2024;15:15:00;CALL. MIGUEL ANGEL, 6;6;7;CHAMBERÍ;Colisión fronto-lateral;Despejado;Motocicleta > 125cc;Conductor;Desconocido;Desconocido;NULL;NULL;441369;4476123;N;NULL
2024S000981;12/01/2024;15:15:00;CALL. MIGUEL ANGEL, 6;6;7;CHAMBERÍ;Colisión fronto-lateral;Despejado;Motocicleta hasta 125cc;Conductor;Desconocido;Desconocido;NULL;NULL;441369;4476123;N;NULL
2024S000981;12/01/2024;15:15:00;CALL. MIGUEL ANGEL, 6;6;7;CHAMBERÍ;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 40 a 44 años;Hombre;14;Sin asistencia sanitaria;441369;4476123;N;NULL
2024S000982;12/01/2024;15:43:00;CALL. ALCALA, 415;415;15;CIUDAD LINEAL;Caída;Despejado;Furgoneta;Conductor;De 25 a 29 años;Hombre;14;Sin asistencia sanitaria;445833;4476529;N;NULL
2024S000982;12/01/2024;15:43:00;CALL. ALCALA, 415;415;15;CIUDAD LINEAL;Caída;Despejado;Motocicleta > 125cc;Conductor;De 25 a 29 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;445833;4476529;N;NULL
2024S000982;12/01/2024;15:43:00;CALL. ALCALA, 415;415;15;CIUDAD LINEAL;Caída;Despejado;Motocicleta > 125cc;Pasajero;De 25 a 29 años;Mujer;6;Asistencia sanitaria inmediata en centro de salud o mutua;445833;4476529;N;NULL
2024S000985;12/01/2024;16:10:00;AVDA. ALBUFERA / CALL. SIERRA DE CADI;70;13;PUENTE DE VALLECAS;Colisión fronto-lateral;Despejado;Motocicleta hasta 125cc;Conductor;De 50 a 54 años;Mujer;NULL;NULL;443973;4471645;N;NULL
2024S000985;12/01/2024;16:10:00;AVDA. ALBUFERA / CALL. SIERRA DE CADI;70;13;PUENTE DE VALLECAS;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 65 a 69 años;Hombre;NULL;NULL;443973;4471645;N;NULL
2024S000985;12/01/2024;16:10:00;AVDA. ALBUFERA / CALL. SIERRA DE CADI;70;13;PUENTE DE VALLECAS;Colisión fronto-lateral;Despejado;Turismo;Pasajero;De 55 a 59 años;Mujer;NULL;NULL;443973;4471645;N;NULL
2024S000987;11/01/2024;21:00:00;CALL. MODESTO LAFUENTE / CALL. MAUDES;65;7;CHAMBERÍ;Colisión frontal;Despejado;Camión rígido;Conductor;De 35 a 39 años;Hombre;14;Sin asistencia sanitaria;440995;4477371;N;NULL
2024S000987;11/01/2024;21:00:00;CALL. MODESTO LAFUENTE / CALL. MAUDES;65;7;CHAMBERÍ;Colisión frontal;Despejado;Turismo;Conductor;De 30 a 34 años;Hombre;NULL;NULL;440995;4477371;N;NULL
2024S000988;12/01/2024;16:40:00;CALL. ANTONIO LOPEZ, 256A;256A;12;USERA;Colisión lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;Desconocido;Hombre;14;Sin asistencia sanitaria;440958;4470107;N;NULL
2024S000988;12/01/2024;16:40:00;CALL. ANTONIO LOPEZ, 256A;256A;12;USERA;Colisión lateral;Despejado;Turismo;Conductor;De 40 a 44 años;Hombre;14;Sin asistencia sanitaria;440958;4470107;N;NULL
2024S000989;12/01/2024;16:50:00;CALL. DOCTOR ESQUERDO, 215;215;3;RETIRO;Colisión fronto-lateral;NULL;Turismo;Conductor;De 30 a 34 años;Hombre;14;Sin asistencia sanitaria;442759;4472528;N;NULL
2024S000989;12/01/2024;16:50:00;CALL. DOCTOR ESQUERDO, 215;215;3;RETIRO;Colisión fronto-lateral;NULL;Turismo;Conductor;De 60 a 64 años;Hombre;14;Sin asistencia sanitaria;442759;4472528;N;NULL
2024S000990;12/01/2024;16:41:00;GTA. LUIS ROSALES / CALL. LOPEZ DE HOYOS;0;16;HORTALEZA;Choque contra obstáculo fijo;Despejado;NULL;Conductor;Desconocido;Desconocido;NULL;NULL;444526;4479748;N;NULL
2024S000990;12/01/2024;16:41:00;GTA. LUIS ROSALES / CALL. LOPEZ DE HOYOS;0;16;HORTALEZA;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;De 25 a 29 años;Mujer;NULL;NULL;444526;4479748;N;NULL
2024S000990;12/01/2024;16:41:00;GTA. LUIS ROSALES / CALL. LOPEZ DE HOYOS;0;16;HORTALEZA;Choque contra obstáculo fijo;Despejado;Turismo;Pasajero;De 25 a 29 años;Hombre;NULL;NULL;444526;4479748;N;NULL
2024S000991;12/01/2024;16:45:00;CALL. BRAVO MURILLO / INTER. PLAZA DE CASTILLA;384;6;TETUÁN;Alcance;Despejado;Turismo;Conductor;De 40 a 44 años;Hombre;14;Sin asistencia sanitaria;441520;4479688;N;NULL
2024S000991;12/01/2024;16:45:00;CALL. BRAVO MURILLO / INTER. PLAZA DE CASTILLA;384;6;TETUÁN;Alcance;Despejado;Turismo;Conductor;De 60 a 64 años;Hombre;14;Sin asistencia sanitaria;441520;4479688;N;NULL
2024S000993;12/01/2024;15:40:00;PASEO. CASTELLANA, 169;169;6;TETUÁN;Colisión múltiple;Despejado;Turismo;Conductor;De 25 a 29 años;Hombre;NULL;NULL;441519;4479292;N;NULL
2024S000993;12/01/2024;15:40:00;PASEO. CASTELLANA, 169;169;6;TETUÁN;Colisión múltiple;Despejado;Turismo;Conductor;De 45 a 49 años;Mujer;NULL;NULL;441519;4479292;N;NULL
2024S000993;12/01/2024;15:40:00;PASEO. CASTELLANA, 169;169;6;TETUÁN;Colisión múltiple;Despejado;Turismo;Conductor;De 60 a 64 años;Hombre;NULL;NULL;441519;4479292;N;NULL
2024S000993;12/01/2024;15:40:00;PASEO. CASTELLANA, 169;169;6;TETUÁN;Colisión múltiple;Despejado;Turismo;Pasajero;De 15 a 17 años;Hombre;NULL;NULL;441519;4479292;N;NULL
2024S000995;12/01/2024;15:10:00;CALL. ALEJANDRO DUMAS / PASEO. MELANCOLICOS;4;2;ARGANZUELA;Alcance;NULL;NULL;Conductor;Desconocido;Desconocido;NULL;NULL;439480;4472542;N;NULL
2024S000995;12/01/2024;15:10:00;CALL. ALEJANDRO DUMAS / PASEO. MELANCOLICOS;4;2;ARGANZUELA;Alcance;NULL;Ciclomotor;Conductor;De 35 a 39 años;Hombre;NULL;NULL;439480;4472542;N;NULL
2024S000996;12/01/2024;17:35:00;CALL. ALCALA / CALL. VIRGEN DE LA PAZ;253;15;CIUDAD LINEAL;Colisión fronto-lateral;Despejado;Motocicleta > 125cc;Conductor;De 45 a 49 años;Hombre;NULL;NULL;443981;4475869;N;NULL
2024S000996;12/01/2024;17:35:00;CALL. ALCALA / CALL. VIRGEN DE LA PAZ;253;15;CIUDAD LINEAL;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 55 a 59 años;Hombre;NULL;NULL;443981;4475869;N;NULL
2024S000996;12/01/2024;17:35:00;CALL. ALCALA / CALL. VIRGEN DE LA PAZ;253;15;CIUDAD LINEAL;Colisión fronto-lateral;Despejado;Turismo;Pasajero;De 45 a 49 años;Mujer;NULL;NULL;443981;4475869;N;NULL
2024S000997;12/01/2024;14:35:00;PASEO. PRADO / CALL. ATOCHA;48;1;CENTRO;Alcance;Despejado;Furgoneta;Conductor;De 60 a 64 años;Hombre;14;Sin asistencia sanitaria;441244;4473488;N;NULL
2024S000997;12/01/2024;14:35:00;PASEO. PRADO / CALL. ATOCHA;48;1;CENTRO;Alcance;Despejado;Turismo;Conductor;De 25 a 29 años;Hombre;14;Sin asistencia sanitaria;441244;4473488;N;NULL
2024S000998;12/01/2024;14:47:00;PASEO. CASTELLANA, 230;230;5;CHAMARTÍN;Colisión frontal;Despejado;Turismo;Conductor;De 40 a 44 años;Mujer;NULL;NULL;441665;4480068;N;NULL
2024S000998;12/01/2024;14:47:00;PASEO. CASTELLANA, 230;230;5;CHAMARTÍN;Colisión frontal;Despejado;Turismo;Conductor;De 55 a 59 años;Hombre;NULL;NULL;441665;4480068;N;NULL
2024S000999;12/01/2024;17:25:00;PLAZA. CRISTO REY / PLAZA. CRISTO REY;1;7;CHAMBERÍ;Colisión lateral;Despejado;Furgoneta;Conductor;De 60 a 64 años;Hombre;14;Sin asistencia sanitaria;439142;4476729;N;NULL
2024S000999;12/01/2024;17:25:00;PLAZA. CRISTO REY / PLAZA. CRISTO REY;1;7;CHAMBERÍ;Colisión lateral;Despejado;Turismo;Conductor;De 35 a 39 años;Hombre;NULL;NULL;439142;4476729;N;NULL
2024S001000;12/01/2024;15:50:00;CALL. CARRANZA, 3;3;1;CENTRO;Colisión lateral;NULL;Ciclomotor;Conductor;De 35 a 39 años;Hombre;NULL;NULL;440388;4475611;N;NULL
2024S001000;12/01/2024;15:50:00;CALL. CARRANZA, 3;3;1;CENTRO;Colisión lateral;NULL;Turismo;Conductor;De 40 a 44 años;Mujer;NULL;NULL;440388;4475611;N;NULL
2024S001001;12/01/2024;17:50:00;CALL. HIGUERAS / CALL. PASCUAL RODRIGUEZ;37;10;LATINA;Choque contra obstáculo fijo;Despejado;Camión rígido;Conductor;De 45 a 49 años;Hombre;14;Sin asistencia sanitaria;436778;4473092;N;NULL
2024S001002;12/01/2024;17:12:00;CALL. OLIVAR, 52;52;1;CENTRO;Atropello a persona;Despejado;Bicicleta;Conductor;De 35 a 39 años;Mujer;14;Sin asistencia sanitaria;440486;4473427;N;NULL
2024S001002;12/01/2024;17:12:00;CALL. OLIVAR, 52;52;1;CENTRO;Atropello a persona;Despejado;Bicicleta;Peatón;De 65 a 69 años;Mujer;NULL;NULL;440486;4473427;N;NULL
2024S001003;12/01/2024;17:40:00;AUTOV. M-30, CALZADA EXTERIOR PK10.300;10XC30;13;PUENTE DE VALLECAS;Alcance;Despejado;Turismo;Conductor;De 25 a 29 años;Hombre;NULL;NULL;442994;4471867;N;NULL
2024S001003;12/01/2024;17:40:00;AUTOV. M-30, CALZADA EXTERIOR PK10.300;10XC30;13;PUENTE DE VALLECAS;Alcance;Despejado;Turismo;Conductor;De 70 a 74 años;Hombre;NULL;NULL;442994;4471867;N;NULL
2024S001004;12/01/2024;18:30:00;CALL. AGUACATE, 39;39;11;CARABANCHEL;Alcance;NULL;Furgoneta;Conductor;Desconocido;Desconocido;NULL;NULL;436869;4469010;N;NULL
2024S001004;12/01/2024;18:30:00;CALL. AGUACATE, 39;39;11;CARABANCHEL;Alcance;NULL;Turismo;Conductor;De 45 a 49 años;Mujer;14;Sin asistencia sanitaria;436869;4469010;N;NULL
2024S001004;12/01/2024;18:30:00;CALL. AGUACATE, 39;39;11;CARABANCHEL;Alcance;NULL;Turismo;Conductor;De 70 a 74 años;Mujer;14;Sin asistencia sanitaria;436869;4469010;N;NULL
2024S001006;12/01/2024;14:35:00;CALL. LUCHANA, 16;16;7;CHAMBERÍ;Alcance;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 15 a 17 años;Hombre;NULL;NULL;440573;4475744;N;NULL
2024S001006;12/01/2024;14:35:00;CALL. LUCHANA, 16;16;7;CHAMBERÍ;Alcance;Despejado;Turismo;Conductor;De 45 a 49 años;Hombre;NULL;NULL;440573;4475744;N;NULL
2024S001007;12/01/2024;18:05:00;CALL. LEIZARAN / CALL. SIL;12;5;CHAMARTÍN;Colisión fronto-lateral;Despejado;Furgoneta;Conductor;De 35 a 39 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;442124;4477738;N;NULL
2024S001007;12/01/2024;18:05:00;CALL. LEIZARAN / CALL. SIL;12;5;CHAMARTÍN;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 65 a 69 años;Hombre;14;Sin asistencia sanitaria;442124;4477738;N;NULL
2024S001011;12/01/2024;20:10:00;AVDA. DEMOCRACIA, 30;30;18;VILLA DE VALLECAS;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;Más de 74 años;Hombre;NULL;NULL;447114;4471004;N;NULL
2024S001012;12/01/2024;20:10:00;CALL. DOCTOR SANTERO, 11;11;6;TETUÁN;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 60 a 64 años;Mujer;14;Sin asistencia sanitaria;440191;4477682;S;NULL
2024S001012;12/01/2024;20:10:00;CALL. DOCTOR SANTERO, 11;11;6;TETUÁN;Colisión fronto-lateral;Despejado;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;440191;4477682;N;NULL
2024S001013;12/01/2024;15:00:00;AVDA. CARDENAL HERRERA ORIA, 94;94;8;FUENCARRAL-EL PARDO;Colisión múltiple;NULL;NULL;Conductor;Desconocido;Desconocido;NULL;NULL;441275;4482455;N;NULL
2024S001013;12/01/2024;15:00:00;AVDA. CARDENAL HERRERA ORIA, 94;94;8;FUENCARRAL-EL PARDO;Colisión múltiple;NULL;Turismo;Conductor;De 25 a 29 años;Hombre;NULL;NULL;441275;4482455;N;NULL
2024S001013;12/01/2024;15:00:00;AVDA. CARDENAL HERRERA ORIA, 94;94;8;FUENCARRAL-EL PARDO;Colisión múltiple;NULL;Turismo;Conductor;De 25 a 29 años;Mujer;NULL;NULL;441275;4482455;N;NULL
2024S001013;12/01/2024;15:00:00;AVDA. CARDENAL HERRERA ORIA, 94;94;8;FUENCARRAL-EL PARDO;Colisión múltiple;NULL;Turismo;Conductor;De 30 a 34 años;Hombre;NULL;NULL;441275;4482455;N;NULL
2024S001014;12/01/2024;19:30:00;CALL. ALCALA / AVDA. CANILLEJAS A VICALVARO;418;20;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 35 a 39 años;Hombre;14;Sin asistencia sanitaria;445906;4476550;N;NULL
2024S001014;12/01/2024;19:30:00;CALL. ALCALA / AVDA. CANILLEJAS A VICALVARO;418;20;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 50 a 54 años;Mujer;14;Sin asistencia sanitaria;445906;4476550;N;NULL
2024S001014;12/01/2024;19:30:00;CALL. ALCALA / AVDA. CANILLEJAS A VICALVARO;418;20;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Turismo;Pasajero;Más de 74 años;Mujer;14;Sin asistencia sanitaria;445906;4476550;N;NULL
2024S001015;12/01/2024;20:40:00;CALL. SAN POL DE MAR, 11;11;9;MONCLOA-ARAVACA;Colisión lateral;Despejado;Motocicleta hasta 125cc;Conductor;De 21 a 24 años;Hombre;2;Ingreso inferior o igual a 24 horas;438301;4474958;N;NULL
2024S001015;12/01/2024;20:40:00;CALL. SAN POL DE MAR, 11;11;9;MONCLOA-ARAVACA;Colisión lateral;Despejado;Turismo;Conductor;De 45 a 49 años;Mujer;14;Sin asistencia sanitaria;438301;4474958;N;NULL
2024S001016;12/01/2024;19:50:00;AVDA. REAL DE PINTO, 6;6;17;VILLAVERDE;Atropello a persona;Despejado;Turismo;Conductor;De 70 a 74 años;Hombre;14;Sin asistencia sanitaria;440022;4466637;N;NULL
2024S001016;12/01/2024;19:50:00;AVDA. REAL DE PINTO, 6;6;17;VILLAVERDE;Atropello a persona;Despejado;Turismo;Pasajero;De 70 a 74 años;Mujer;14;Sin asistencia sanitaria;440022;4466637;N;NULL
2024S001016;12/01/2024;19:50:00;AVDA. REAL DE PINTO, 6;6;17;VILLAVERDE;Atropello a persona;Despejado;Turismo;Peatón;Menor de 5 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;440022;4466637;N;NULL
2024S001017;12/01/2024;20:25:00;CALL. MESENA / CALL. DUQUESA DE CASTREJON;13;15;CIUDAD LINEAL;Colisión fronto-lateral;Despejado;Motocicleta > 125cc;Conductor;De 18 a 20 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;443941;4479334;N;NULL
2024S001017;12/01/2024;20:25:00;CALL. MESENA / CALL. DUQUESA DE CASTREJON;13;15;CIUDAD LINEAL;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 55 a 59 años;Hombre;14;Sin asistencia sanitaria;443941;4479334;N;NULL
2024S001017;12/01/2024;20:25:00;CALL. MESENA / CALL. DUQUESA DE CASTREJON;13;15;CIUDAD LINEAL;Colisión fronto-lateral;Despejado;Turismo;Pasajero;De 10 a 14 años;Mujer;14;Sin asistencia sanitaria;443941;4479334;N;NULL
2024S001017;12/01/2024;20:25:00;CALL. MESENA / CALL. DUQUESA DE CASTREJON;13;15;CIUDAD LINEAL;Colisión fronto-lateral;Despejado;Turismo;Pasajero;De 18 a 20 años;Mujer;14;Sin asistencia sanitaria;443941;4479334;N;NULL
2024S001018;12/01/2024;20:49:00;CALL. PUERTO DEL MONASTERIO, 24;24;13;PUENTE DE VALLECAS;Atropello a persona;Despejado;Turismo;Conductor;De 45 a 49 años;Mujer;14;Sin asistencia sanitaria;443657;4471750;N;NULL
2024S001018;12/01/2024;20:49:00;CALL. PUERTO DEL MONASTERIO, 24;24;13;PUENTE DE VALLECAS;Atropello a persona;Despejado;Turismo;Peatón;De 10 a 14 años;Hombre;1;Atención en urgencias sin posterior ingreso;443657;4471750;N;NULL
