MAGNITUD,SAME_AS_WIKIDATA_type_of_chemical_entity,PUNTO_MUESTREO,ID_TIEMPO,MEDIDA
nitric oxide,https://wikidata.org/entity/Q207843,28079059,2023-01-24,5
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079059,2023-01-24,18
NOx,https://wikidata.org/entity/Q20962970,28079059,2023-01-24,25
ozone,https://wikidata.org/entity/Q36933,28079059,2023-01-24,39
nitric oxide,https://wikidata.org/entity/Q207843,28079060,2023-01-24,3
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079060,2023-01-24,21
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079060,2023-01-24,8
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079060,2023-01-24,8
NOx,https://wikidata.org/entity/Q20962970,28079060,2023-01-24,25
ozone,https://wikidata.org/entity/Q36933,28079060,2023-01-24,29
sulfur dioxide,https://wikidata.org/entity/Q5282,28079004,2023-01-25,1
carbon monoxide,https://wikidata.org/entity/Q2025,28079004,2023-01-25,400.0
nitric oxide,https://wikidata.org/entity/Q207843,28079004,2023-01-25,9
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079004,2023-01-25,33
NOx,https://wikidata.org/entity/Q20962970,28079004,2023-01-25,47
sulfur dioxide,https://wikidata.org/entity/Q5282,28079008,2023-01-25,2
carbon monoxide,https://wikidata.org/entity/Q2025,28079008,2023-01-25,400.0
nitric oxide,https://wikidata.org/entity/Q207843,28079008,2023-01-25,10
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079008,2023-01-25,36
PM 2.5,https://wikidata.org/entity/Q48035814,28079008,2023-01-25,8
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079008,2023-01-25,11
NOx,https://wikidata.org/entity/Q20962970,28079008,2023-01-25,50
ozone,https://wikidata.org/entity/Q36933,28079008,2023-01-25,35
batra,https://wikidata.org/entity/Q411087,28079008,2023-01-25,2
nitric oxide,https://wikidata.org/entity/Q207843,28079011,2023-01-25,3
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079011,2023-01-25,18
NOx,https://wikidata.org/entity/Q20962970,28079011,2023-01-25,23
batra,https://wikidata.org/entity/Q411087,28079011,2023-01-25,1.4
nitric oxide,https://wikidata.org/entity/Q207843,28079016,2023-01-25,7
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079016,2023-01-25,28
NOx,https://wikidata.org/entity/Q20962970,28079016,2023-01-25,39
ozone,https://wikidata.org/entity/Q36933,28079016,2023-01-25,41
nitric oxide,https://wikidata.org/entity/Q207843,28079017,2023-01-25,18
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079017,2023-01-25,41
NOx,https://wikidata.org/entity/Q20962970,28079017,2023-01-25,68
ozone,https://wikidata.org/entity/Q36933,28079017,2023-01-25,33
nitric oxide,https://wikidata.org/entity/Q207843,28079018,2023-01-25,11
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079018,2023-01-25,34
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079018,2023-01-25,13
NOx,https://wikidata.org/entity/Q20962970,28079018,2023-01-25,51
ozone,https://wikidata.org/entity/Q36933,28079018,2023-01-25,34
batra,https://wikidata.org/entity/Q411087,28079018,2023-01-25,1.4
nitric oxide,https://wikidata.org/entity/Q207843,28079024,2023-01-25,3
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079024,2023-01-25,19
PM 2.5,https://wikidata.org/entity/Q48035814,28079024,2023-01-25,5
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079024,2023-01-25,10
NOx,https://wikidata.org/entity/Q20962970,28079024,2023-01-25,23
ozone,https://wikidata.org/entity/Q36933,28079024,2023-01-25,41
batra,https://wikidata.org/entity/Q411087,28079024,2023-01-25,1.1
nitric oxide,https://wikidata.org/entity/Q207843,28079027,2023-01-25,7
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079027,2023-01-25,27
NOx,https://wikidata.org/entity/Q20962970,28079027,2023-01-25,38
ozone,https://wikidata.org/entity/Q36933,28079027,2023-01-25,38
sulfur dioxide,https://wikidata.org/entity/Q5282,28079035,2023-01-25,14
carbon monoxide,https://wikidata.org/entity/Q2025,28079035,2023-01-25,400.0
nitric oxide,https://wikidata.org/entity/Q207843,28079035,2023-01-25,9
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079035,2023-01-25,40
NOx,https://wikidata.org/entity/Q20962970,28079035,2023-01-25,54
ozone,https://wikidata.org/entity/Q36933,28079035,2023-01-25,26
sulfur dioxide,https://wikidata.org/entity/Q5282,28079036,2023-01-25,3
nitric oxide,https://wikidata.org/entity/Q207843,28079036,2023-01-25,8
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079036,2023-01-25,27
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079036,2023-01-25,9
NOx,https://wikidata.org/entity/Q20962970,28079036,2023-01-25,38
nitric oxide,https://wikidata.org/entity/Q207843,28079038,2023-01-25,11
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079038,2023-01-25,44
PM 2.5,https://wikidata.org/entity/Q48035814,28079038,2023-01-25,6
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079038,2023-01-25,13
NOx,https://wikidata.org/entity/Q20962970,28079038,2023-01-25,62
batra,https://wikidata.org/entity/Q411087,28079038,2023-01-25,2.8
nitric oxide,https://wikidata.org/entity/Q207843,28079039,2023-01-25,11
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079039,2023-01-25,34
NOx,https://wikidata.org/entity/Q20962970,28079039,2023-01-25,51
ozone,https://wikidata.org/entity/Q36933,28079039,2023-01-25,37
nitric oxide,https://wikidata.org/entity/Q207843,28079040,2023-01-25,10
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079040,2023-01-25,31
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079040,2023-01-25,12
NOx,https://wikidata.org/entity/Q20962970,28079040,2023-01-25,45
nitric oxide,https://wikidata.org/entity/Q207843,28079047,2023-01-25,7
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079047,2023-01-25,34
PM 2.5,https://wikidata.org/entity/Q48035814,28079047,2023-01-25,7
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079047,2023-01-25,12
NOx,https://wikidata.org/entity/Q20962970,28079047,2023-01-25,45
nitric oxide,https://wikidata.org/entity/Q207843,28079048,2023-01-25,4
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079048,2023-01-25,30
PM 2.5,https://wikidata.org/entity/Q48035814,28079048,2023-01-25,6
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079048,2023-01-25,10
NOx,https://wikidata.org/entity/Q20962970,28079048,2023-01-25,36
nitric oxide,https://wikidata.org/entity/Q207843,28079049,2023-01-25,2
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079049,2023-01-25,24
NOx,https://wikidata.org/entity/Q20962970,28079049,2023-01-25,27
ozone,https://wikidata.org/entity/Q36933,28079049,2023-01-25,36
nitric oxide,https://wikidata.org/entity/Q207843,28079050,2023-01-25,13
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079050,2023-01-25,30
PM 2.5,https://wikidata.org/entity/Q48035814,28079050,2023-01-25,3
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079050,2023-01-25,10
NOx,https://wikidata.org/entity/Q20962970,28079050,2023-01-25,50
nitric oxide,https://wikidata.org/entity/Q207843,28079054,2023-01-25,13
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079054,2023-01-25,31
NOx,https://wikidata.org/entity/Q20962970,28079054,2023-01-25,51
ozone,https://wikidata.org/entity/Q36933,28079054,2023-01-25,37
nitric oxide,https://wikidata.org/entity/Q207843,28079055,2023-01-25,4
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079055,2023-01-25,23
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079055,2023-01-25,12
NOx,https://wikidata.org/entity/Q20962970,28079055,2023-01-25,29
carbon monoxide,https://wikidata.org/entity/Q2025,28079056,2023-01-25,400.0
nitric oxide,https://wikidata.org/entity/Q207843,28079056,2023-01-25,25
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079056,2023-01-25,42
PM 2.5,https://wikidata.org/entity/Q48035814,28079056,2023-01-25,9
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079056,2023-01-25,15
NOx,https://wikidata.org/entity/Q20962970,28079056,2023-01-25,81
nitric oxide,https://wikidata.org/entity/Q207843,28079057,2023-01-25,5
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079057,2023-01-25,23
PM 2.5,https://wikidata.org/entity/Q48035814,28079057,2023-01-25,5
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079057,2023-01-25,8
NOx,https://wikidata.org/entity/Q20962970,28079057,2023-01-25,30
nitric oxide,https://wikidata.org/entity/Q207843,28079058,2023-01-25,7
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079058,2023-01-25,19
NOx,https://wikidata.org/entity/Q20962970,28079058,2023-01-25,30
ozone,https://wikidata.org/entity/Q36933,28079058,2023-01-25,31
nitric oxide,https://wikidata.org/entity/Q207843,28079059,2023-01-25,4
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079059,2023-01-25,15
NOx,https://wikidata.org/entity/Q20962970,28079059,2023-01-25,21
ozone,https://wikidata.org/entity/Q36933,28079059,2023-01-25,46
nitric oxide,https://wikidata.org/entity/Q207843,28079060,2023-01-25,4
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079060,2023-01-25,22
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079060,2023-01-25,11
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079060,2023-01-25,11
NOx,https://wikidata.org/entity/Q20962970,28079060,2023-01-25,28
ozone,https://wikidata.org/entity/Q36933,28079060,2023-01-25,34
sulfur dioxide,https://wikidata.org/entity/Q5282,28079004,2023-01-26,2
carbon monoxide,https://wikidata.org/entity/Q2025,28079004,2023-01-26,500.0
nitric oxide,https://wikidata.org/entity/Q207843,28079004,2023-01-26,26
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079004,2023-01-26,49
NOx,https://wikidata.org/entity/Q20962970,28079004,2023-01-26,89
sulfur dioxide,https://wikidata.org/entity/Q5282,28079008,2023-01-26,3
carbon monoxide,https://wikidata.org/entity/Q2025,28079008,2023-01-26,500.0
nitric oxide,https://wikidata.org/entity/Q207843,28079008,2023-01-26,22
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079008,2023-01-26,44
PM 2.5,https://wikidata.org/entity/Q48035814,28079008,2023-01-26,10
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079008,2023-01-26,15
NOx,https://wikidata.org/entity/Q20962970,28079008,2023-01-26,77
ozone,https://wikidata.org/entity/Q36933,28079008,2023-01-26,39
batra,https://wikidata.org/entity/Q411087,28079008,2023-01-26,2.9
nitric oxide,https://wikidata.org/entity/Q207843,28079011,2023-01-26,3
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079011,2023-01-26,12
NOx,https://wikidata.org/entity/Q20962970,28079011,2023-01-26,16
batra,https://wikidata.org/entity/Q411087,28079011,2023-01-26,1.3
nitric oxide,https://wikidata.org/entity/Q207843,28079016,2023-01-26,22
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079016,2023-01-26,31
NOx,https://wikidata.org/entity/Q20962970,28079016,2023-01-26,66
ozone,https://wikidata.org/entity/Q36933,28079016,2023-01-26,52
nitric oxide,https://wikidata.org/entity/Q207843,28079017,2023-01-26,46
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079017,2023-01-26,60
NOx,https://wikidata.org/entity/Q20962970,28079017,2023-01-26,130
ozone,https://wikidata.org/entity/Q36933,28079017,2023-01-26,26
nitric oxide,https://wikidata.org/entity/Q207843,28079018,2023-01-26,22
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079018,2023-01-26,46
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079018,2023-01-26,19
NOx,https://wikidata.org/entity/Q20962970,28079018,2023-01-26,79
ozone,https://wikidata.org/entity/Q36933,28079018,2023-01-26,29
batra,https://wikidata.org/entity/Q411087,28079018,2023-01-26,2.6
nitric oxide,https://wikidata.org/entity/Q207843,28079024,2023-01-26,4
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079024,2023-01-26,24
PM 2.5,https://wikidata.org/entity/Q48035814,28079024,2023-01-26,7
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079024,2023-01-26,12
NOx,https://wikidata.org/entity/Q20962970,28079024,2023-01-26,30
ozone,https://wikidata.org/entity/Q36933,28079024,2023-01-26,40
batra,https://wikidata.org/entity/Q411087,28079024,2023-01-26,1.4
nitric oxide,https://wikidata.org/entity/Q207843,28079027,2023-01-26,9
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079027,2023-01-26,30
NOx,https://wikidata.org/entity/Q20962970,28079027,2023-01-26,43
ozone,https://wikidata.org/entity/Q36933,28079027,2023-01-26,48
sulfur dioxide,https://wikidata.org/entity/Q5282,28079035,2023-01-26,14
carbon monoxide,https://wikidata.org/entity/Q2025,28079035,2023-01-26,400.0
nitric oxide,https://wikidata.org/entity/Q207843,28079035,2023-01-26,11
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079035,2023-01-26,47
NOx,https://wikidata.org/entity/Q20962970,28079035,2023-01-26,64
ozone,https://wikidata.org/entity/Q36933,28079035,2023-01-26,28
sulfur dioxide,https://wikidata.org/entity/Q5282,28079036,2023-01-26,3
nitric oxide,https://wikidata.org/entity/Q207843,28079036,2023-01-26,27
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079036,2023-01-26,31
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079036,2023-01-26,13
NOx,https://wikidata.org/entity/Q20962970,28079036,2023-01-26,72
nitric oxide,https://wikidata.org/entity/Q207843,28079038,2023-01-26,19
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079038,2023-01-26,53
PM 2.5,https://wikidata.org/entity/Q48035814,28079038,2023-01-26,6
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079038,2023-01-26,15
NOx,https://wikidata.org/entity/Q20962970,28079038,2023-01-26,81
batra,https://wikidata.org/entity/Q411087,28079038,2023-01-26,3.3
nitric oxide,https://wikidata.org/entity/Q207843,28079039,2023-01-26,17
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079039,2023-01-26,37
NOx,https://wikidata.org/entity/Q20962970,28079039,2023-01-26,63
ozone,https://wikidata.org/entity/Q36933,28079039,2023-01-26,46
nitric oxide,https://wikidata.org/entity/Q207843,28079040,2023-01-26,25
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079040,2023-01-26,34
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079040,2023-01-26,16
NOx,https://wikidata.org/entity/Q20962970,28079040,2023-01-26,72
nitric oxide,https://wikidata.org/entity/Q207843,28079047,2023-01-26,26
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079047,2023-01-26,47
PM 2.5,https://wikidata.org/entity/Q48035814,28079047,2023-01-26,6
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079047,2023-01-26,11
NOx,https://wikidata.org/entity/Q20962970,28079047,2023-01-26,86
nitric oxide,https://wikidata.org/entity/Q207843,28079048,2023-01-26,11
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079048,2023-01-26,35
PM 2.5,https://wikidata.org/entity/Q48035814,28079048,2023-01-26,6
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079048,2023-01-26,11
NOx,https://wikidata.org/entity/Q20962970,28079048,2023-01-26,51
nitric oxide,https://wikidata.org/entity/Q207843,28079049,2023-01-26,14
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079049,2023-01-26,28
NOx,https://wikidata.org/entity/Q20962970,28079049,2023-01-26,49
ozone,https://wikidata.org/entity/Q36933,28079049,2023-01-26,42
nitric oxide,https://wikidata.org/entity/Q207843,28079050,2023-01-26,15
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079050,2023-01-26,34
PM 2.5,https://wikidata.org/entity/Q48035814,28079050,2023-01-26,5
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079050,2023-01-26,13
NOx,https://wikidata.org/entity/Q20962970,28079050,2023-01-26,58
nitric oxide,https://wikidata.org/entity/Q207843,28079054,2023-01-26,26
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079054,2023-01-26,38
NOx,https://wikidata.org/entity/Q20962970,28079054,2023-01-26,78
ozone,https://wikidata.org/entity/Q36933,28079054,2023-01-26,44
nitric oxide,https://wikidata.org/entity/Q207843,28079055,2023-01-26,16
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079055,2023-01-26,33
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079055,2023-01-26,14
NOx,https://wikidata.org/entity/Q20962970,28079055,2023-01-26,58
batra,https://wikidata.org/entity/Q411087,28079055,2023-01-26,0.8
carbon monoxide,https://wikidata.org/entity/Q2025,28079056,2023-01-26,500.0
nitric oxide,https://wikidata.org/entity/Q207843,28079056,2023-01-26,19
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079056,2023-01-26,52
PM 2.5,https://wikidata.org/entity/Q48035814,28079056,2023-01-26,12
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079056,2023-01-26,21
NOx,https://wikidata.org/entity/Q20962970,28079056,2023-01-26,80
nitric oxide,https://wikidata.org/entity/Q207843,28079057,2023-01-26,8
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079057,2023-01-26,28
PM 2.5,https://wikidata.org/entity/Q48035814,28079057,2023-01-26,3
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079057,2023-01-26,7
NOx,https://wikidata.org/entity/Q20962970,28079057,2023-01-26,40
nitric oxide,https://wikidata.org/entity/Q207843,28079058,2023-01-26,9
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079058,2023-01-26,21
NOx,https://wikidata.org/entity/Q20962970,28079058,2023-01-26,35
ozone,https://wikidata.org/entity/Q36933,28079058,2023-01-26,34
nitric oxide,https://wikidata.org/entity/Q207843,28079059,2023-01-26,8
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079059,2023-01-26,15
NOx,https://wikidata.org/entity/Q20962970,28079059,2023-01-26,27
ozone,https://wikidata.org/entity/Q36933,28079059,2023-01-26,58
nitric oxide,https://wikidata.org/entity/Q207843,28079060,2023-01-26,8
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079060,2023-01-26,21
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079060,2023-01-26,9
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079060,2023-01-26,8
NOx,https://wikidata.org/entity/Q20962970,28079060,2023-01-26,33
ozone,https://wikidata.org/entity/Q36933,28079060,2023-01-26,44
sulfur dioxide,https://wikidata.org/entity/Q5282,28079004,2023-01-27,2
carbon monoxide,https://wikidata.org/entity/Q2025,28079004,2023-01-27,400.0
nitric oxide,https://wikidata.org/entity/Q207843,28079004,2023-01-27,26
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079004,2023-01-27,40
NOx,https://wikidata.org/entity/Q20962970,28079004,2023-01-27,80
sulfur dioxide,https://wikidata.org/entity/Q5282,28079008,2023-01-27,2
carbon monoxide,https://wikidata.org/entity/Q2025,28079008,2023-01-27,400.0
nitric oxide,https://wikidata.org/entity/Q207843,28079008,2023-01-27,13
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079008,2023-01-27,34
PM 2.5,https://wikidata.org/entity/Q48035814,28079008,2023-01-27,8
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079008,2023-01-27,13
NOx,https://wikidata.org/entity/Q20962970,28079008,2023-01-27,55
ozone,https://wikidata.org/entity/Q36933,28079008,2023-01-27,47
batra,https://wikidata.org/entity/Q411087,28079008,2023-01-27,1.9
nitric oxide,https://wikidata.org/entity/Q207843,28079011,2023-01-27,6
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079011,2023-01-27,32
NOx,https://wikidata.org/entity/Q20962970,28079011,2023-01-27,42
batra,https://wikidata.org/entity/Q411087,28079011,2023-01-27,2.8
nitric oxide,https://wikidata.org/entity/Q207843,28079016,2023-01-27,12
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079016,2023-01-27,24
NOx,https://wikidata.org/entity/Q20962970,28079016,2023-01-27,42
ozone,https://wikidata.org/entity/Q36933,28079016,2023-01-27,55
nitric oxide,https://wikidata.org/entity/Q207843,28079017,2023-01-27,47
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079017,2023-01-27,48
NOx,https://wikidata.org/entity/Q20962970,28079017,2023-01-27,120
ozone,https://wikidata.org/entity/Q36933,28079017,2023-01-27,37
nitric oxide,https://wikidata.org/entity/Q207843,28079018,2023-01-27,21
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079018,2023-01-27,35
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079018,2023-01-27,16
NOx,https://wikidata.org/entity/Q20962970,28079018,2023-01-27,66
ozone,https://wikidata.org/entity/Q36933,28079018,2023-01-27,36
batra,https://wikidata.org/entity/Q411087,28079018,2023-01-27,2.7
nitric oxide,https://wikidata.org/entity/Q207843,28079024,2023-01-27,3
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079024,2023-01-27,16
PM 2.5,https://wikidata.org/entity/Q48035814,28079024,2023-01-27,4
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079024,2023-01-27,9
NOx,https://wikidata.org/entity/Q20962970,28079024,2023-01-27,21
ozone,https://wikidata.org/entity/Q36933,28079024,2023-01-27,48
batra,https://wikidata.org/entity/Q411087,28079024,2023-01-27,0.8
nitric oxide,https://wikidata.org/entity/Q207843,28079027,2023-01-27,6
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079027,2023-01-27,34
NOx,https://wikidata.org/entity/Q20962970,28079027,2023-01-27,44
ozone,https://wikidata.org/entity/Q36933,28079027,2023-01-27,47
sulfur dioxide,https://wikidata.org/entity/Q5282,28079035,2023-01-27,11
carbon monoxide,https://wikidata.org/entity/Q2025,28079035,2023-01-27,400.0
nitric oxide,https://wikidata.org/entity/Q207843,28079035,2023-01-27,11
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079035,2023-01-27,40
NOx,https://wikidata.org/entity/Q20962970,28079035,2023-01-27,57
ozone,https://wikidata.org/entity/Q36933,28079035,2023-01-27,34
sulfur dioxide,https://wikidata.org/entity/Q5282,28079036,2023-01-27,3
nitric oxide,https://wikidata.org/entity/Q207843,28079036,2023-01-27,14
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079036,2023-01-27,23
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079036,2023-01-27,10
NOx,https://wikidata.org/entity/Q20962970,28079036,2023-01-27,44
nitric oxide,https://wikidata.org/entity/Q207843,28079038,2023-01-27,12
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079038,2023-01-27,41
PM 2.5,https://wikidata.org/entity/Q48035814,28079038,2023-01-27,5
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079038,2023-01-27,13
NOx,https://wikidata.org/entity/Q20962970,28079038,2023-01-27,59
batra,https://wikidata.org/entity/Q411087,28079038,2023-01-27,2
nitric oxide,https://wikidata.org/entity/Q207843,28079039,2023-01-27,15
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079039,2023-01-27,34
NOx,https://wikidata.org/entity/Q20962970,28079039,2023-01-27,56
ozone,https://wikidata.org/entity/Q36933,28079039,2023-01-27,49
nitric oxide,https://wikidata.org/entity/Q207843,28079040,2023-01-27,11
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079040,2023-01-27,25
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079040,2023-01-27,11
NOx,https://wikidata.org/entity/Q20962970,28079040,2023-01-27,42
nitric oxide,https://wikidata.org/entity/Q207843,28079047,2023-01-27,24
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079047,2023-01-27,42
PM 2.5,https://wikidata.org/entity/Q48035814,28079047,2023-01-27,7
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079047,2023-01-27,14
NOx,https://wikidata.org/entity/Q20962970,28079047,2023-01-27,78
nitric oxide,https://wikidata.org/entity/Q207843,28079048,2023-01-27,7
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079048,2023-01-27,26
PM 2.5,https://wikidata.org/entity/Q48035814,28079048,2023-01-27,4
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079048,2023-01-27,10
NOx,https://wikidata.org/entity/Q20962970,28079048,2023-01-27,36
nitric oxide,https://wikidata.org/entity/Q207843,28079049,2023-01-27,4
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079049,2023-01-27,20
NOx,https://wikidata.org/entity/Q20962970,28079049,2023-01-27,26
ozone,https://wikidata.org/entity/Q36933,28079049,2023-01-27,50
nitric oxide,https://wikidata.org/entity/Q207843,28079050,2023-01-27,25
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079050,2023-01-27,31
PM 2.5,https://wikidata.org/entity/Q48035814,28079050,2023-01-27,4
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079050,2023-01-27,14
NOx,https://wikidata.org/entity/Q20962970,28079050,2023-01-27,69
nitric oxide,https://wikidata.org/entity/Q207843,28079054,2023-01-27,22
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079054,2023-01-27,31
NOx,https://wikidata.org/entity/Q20962970,28079054,2023-01-27,65
ozone,https://wikidata.org/entity/Q36933,28079054,2023-01-27,48
nitric oxide,https://wikidata.org/entity/Q207843,28079055,2023-01-27,14
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079055,2023-01-27,37
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079055,2023-01-27,11
NOx,https://wikidata.org/entity/Q20962970,28079055,2023-01-27,58
batra,https://wikidata.org/entity/Q411087,28079055,2023-01-27,0.8
carbon monoxide,https://wikidata.org/entity/Q2025,28079056,2023-01-27,500.0
nitric oxide,https://wikidata.org/entity/Q207843,28079056,2023-01-27,40
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079056,2023-01-27,50
PM 2.5,https://wikidata.org/entity/Q48035814,28079056,2023-01-27,10
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079056,2023-01-27,21
NOx,https://wikidata.org/entity/Q20962970,28079056,2023-01-27,112
nitric oxide,https://wikidata.org/entity/Q207843,28079057,2023-01-27,9
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079057,2023-01-27,22
PM 2.5,https://wikidata.org/entity/Q48035814,28079057,2023-01-27,2
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079057,2023-01-27,5
NOx,https://wikidata.org/entity/Q20962970,28079057,2023-01-27,36
nitric oxide,https://wikidata.org/entity/Q207843,28079058,2023-01-27,8
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079058,2023-01-27,12
NOx,https://wikidata.org/entity/Q20962970,28079058,2023-01-27,23
ozone,https://wikidata.org/entity/Q36933,28079058,2023-01-27,47
nitric oxide,https://wikidata.org/entity/Q207843,28079059,2023-01-27,6
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079059,2023-01-27,20
NOx,https://wikidata.org/entity/Q20962970,28079059,2023-01-27,30
ozone,https://wikidata.org/entity/Q36933,28079059,2023-01-27,52
nitric oxide,https://wikidata.org/entity/Q207843,28079060,2023-01-27,4
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079060,2023-01-27,17
