MAGNITUD,SAME_AS_WIKIDATA_type_of_chemical_entity,PUNTO_MUESTREO,ID_TIEMPO,MEDIDA
carbon monoxide,https://wikidata.org/entity/Q2025,28079008,2023-01-04,500.0
nitric oxide,https://wikidata.org/entity/Q207843,28079008,2023-01-04,24
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079008,2023-01-04,52
PM 2.5,https://wikidata.org/entity/Q48035814,28079008,2023-01-04,10
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079008,2023-01-04,18
NOx,https://wikidata.org/entity/Q20962970,28079008,2023-01-04,88
ozone,https://wikidata.org/entity/Q36933,28079008,2023-01-04,21
batra,https://wikidata.org/entity/Q411087,28079008,2023-01-04,3.3
nitric oxide,https://wikidata.org/entity/Q207843,28079011,2023-01-04,32
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079011,2023-01-04,54
NOx,https://wikidata.org/entity/Q20962970,28079011,2023-01-04,104
batra,https://wikidata.org/entity/Q411087,28079011,2023-01-04,1.9
nitric oxide,https://wikidata.org/entity/Q207843,28079016,2023-01-04,31
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079016,2023-01-04,43
NOx,https://wikidata.org/entity/Q20962970,28079016,2023-01-04,90
ozone,https://wikidata.org/entity/Q36933,28079016,2023-01-04,14
nitric oxide,https://wikidata.org/entity/Q207843,28079017,2023-01-04,131
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079017,2023-01-04,90
NOx,https://wikidata.org/entity/Q20962970,28079017,2023-01-04,291
ozone,https://wikidata.org/entity/Q36933,28079017,2023-01-04,7
nitric oxide,https://wikidata.org/entity/Q207843,28079018,2023-01-04,51
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079018,2023-01-04,49
NOx,https://wikidata.org/entity/Q20962970,28079018,2023-01-04,126
ozone,https://wikidata.org/entity/Q36933,28079018,2023-01-04,8
batra,https://wikidata.org/entity/Q411087,28079018,2023-01-04,0.8
nitric oxide,https://wikidata.org/entity/Q207843,28079024,2023-01-04,13
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079024,2023-01-04,35
PM 2.5,https://wikidata.org/entity/Q48035814,28079024,2023-01-04,8
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079024,2023-01-04,22
NOx,https://wikidata.org/entity/Q20962970,28079024,2023-01-04,54
ozone,https://wikidata.org/entity/Q36933,28079024,2023-01-04,11
batra,https://wikidata.org/entity/Q411087,28079024,2023-01-04,3.2
nitric oxide,https://wikidata.org/entity/Q207843,28079027,2023-01-04,44
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079027,2023-01-04,52
NOx,https://wikidata.org/entity/Q20962970,28079027,2023-01-04,119
ozone,https://wikidata.org/entity/Q36933,28079027,2023-01-04,14
sulfur dioxide,https://wikidata.org/entity/Q5282,28079035,2023-01-04,5
carbon monoxide,https://wikidata.org/entity/Q2025,28079035,2023-01-04,500.0
nitric oxide,https://wikidata.org/entity/Q207843,28079035,2023-01-04,42
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079035,2023-01-04,52
NOx,https://wikidata.org/entity/Q20962970,28079035,2023-01-04,117
ozone,https://wikidata.org/entity/Q36933,28079035,2023-01-04,13
sulfur dioxide,https://wikidata.org/entity/Q5282,28079036,2023-01-04,2
nitric oxide,https://wikidata.org/entity/Q207843,28079036,2023-01-04,42
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079036,2023-01-04,49
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079036,2023-01-04,21
NOx,https://wikidata.org/entity/Q20962970,28079036,2023-01-04,114
nitric oxide,https://wikidata.org/entity/Q207843,28079038,2023-01-04,26
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079038,2023-01-04,54
PM 2.5,https://wikidata.org/entity/Q48035814,28079038,2023-01-04,9
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079038,2023-01-04,19
NOx,https://wikidata.org/entity/Q20962970,28079038,2023-01-04,94
batra,https://wikidata.org/entity/Q411087,28079038,2023-01-04,4.4
nitric oxide,https://wikidata.org/entity/Q207843,28079039,2023-01-04,57
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079039,2023-01-04,62
NOx,https://wikidata.org/entity/Q20962970,28079039,2023-01-04,149
ozone,https://wikidata.org/entity/Q36933,28079039,2023-01-04,14
nitric oxide,https://wikidata.org/entity/Q207843,28079040,2023-01-04,38
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079040,2023-01-04,55
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079040,2023-01-04,20
NOx,https://wikidata.org/entity/Q20962970,28079040,2023-01-04,113
nitric oxide,https://wikidata.org/entity/Q207843,28079047,2023-01-04,42
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079047,2023-01-04,47
PM 2.5,https://wikidata.org/entity/Q48035814,28079047,2023-01-04,11
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079047,2023-01-04,21
NOx,https://wikidata.org/entity/Q20962970,28079047,2023-01-04,111
nitric oxide,https://wikidata.org/entity/Q207843,28079048,2023-01-04,12
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079048,2023-01-04,45
PM 2.5,https://wikidata.org/entity/Q48035814,28079048,2023-01-04,10
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079048,2023-01-04,16
NOx,https://wikidata.org/entity/Q20962970,28079048,2023-01-04,64
nitric oxide,https://wikidata.org/entity/Q207843,28079049,2023-01-04,16
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079049,2023-01-04,39
NOx,https://wikidata.org/entity/Q20962970,28079049,2023-01-04,64
ozone,https://wikidata.org/entity/Q36933,28079049,2023-01-04,14
nitric oxide,https://wikidata.org/entity/Q207843,28079050,2023-01-04,31
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079050,2023-01-04,52
PM 2.5,https://wikidata.org/entity/Q48035814,28079050,2023-01-04,5
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079050,2023-01-04,33
NOx,https://wikidata.org/entity/Q20962970,28079050,2023-01-04,99
nitric oxide,https://wikidata.org/entity/Q207843,28079054,2023-01-04,71
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079054,2023-01-04,65
NOx,https://wikidata.org/entity/Q20962970,28079054,2023-01-04,175
ozone,https://wikidata.org/entity/Q36933,28079054,2023-01-04,14
nitric oxide,https://wikidata.org/entity/Q207843,28079055,2023-01-04,39
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079055,2023-01-04,61
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079055,2023-01-04,21
NOx,https://wikidata.org/entity/Q20962970,28079055,2023-01-04,121
batra,https://wikidata.org/entity/Q411087,28079055,2023-01-04,2.4
carbon monoxide,https://wikidata.org/entity/Q2025,28079056,2023-01-04,600.0
nitric oxide,https://wikidata.org/entity/Q207843,28079056,2023-01-04,74
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079056,2023-01-04,62
PM 2.5,https://wikidata.org/entity/Q48035814,28079056,2023-01-04,12
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079056,2023-01-04,22
NOx,https://wikidata.org/entity/Q20962970,28079056,2023-01-04,175
nitric oxide,https://wikidata.org/entity/Q207843,28079057,2023-01-04,54
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079057,2023-01-04,57
PM 2.5,https://wikidata.org/entity/Q48035814,28079057,2023-01-04,10
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079057,2023-01-04,19
NOx,https://wikidata.org/entity/Q20962970,28079057,2023-01-04,140
nitric oxide,https://wikidata.org/entity/Q207843,28079058,2023-01-04,10
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079058,2023-01-04,20
NOx,https://wikidata.org/entity/Q20962970,28079058,2023-01-04,34
ozone,https://wikidata.org/entity/Q36933,28079058,2023-01-04,16
nitric oxide,https://wikidata.org/entity/Q207843,28079059,2023-01-04,13
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079059,2023-01-04,30
NOx,https://wikidata.org/entity/Q20962970,28079059,2023-01-04,51
ozone,https://wikidata.org/entity/Q36933,28079059,2023-01-04,26
nitric oxide,https://wikidata.org/entity/Q207843,28079060,2023-01-04,18
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079060,2023-01-04,45
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079060,2023-01-04,16
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079060,2023-01-04,12
NOx,https://wikidata.org/entity/Q20962970,28079060,2023-01-04,73
ozone,https://wikidata.org/entity/Q36933,28079060,2023-01-04,14
sulfur dioxide,https://wikidata.org/entity/Q5282,28079004,2023-01-05,3
carbon monoxide,https://wikidata.org/entity/Q2025,28079004,2023-01-05,500.0
nitric oxide,https://wikidata.org/entity/Q207843,28079004,2023-01-05,57
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079004,2023-01-05,44
NOx,https://wikidata.org/entity/Q20962970,28079004,2023-01-05,132
sulfur dioxide,https://wikidata.org/entity/Q5282,28079008,2023-01-05,3
carbon monoxide,https://wikidata.org/entity/Q2025,28079008,2023-01-05,500.0
nitric oxide,https://wikidata.org/entity/Q207843,28079008,2023-01-05,24
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079008,2023-01-05,51
PM 2.5,https://wikidata.org/entity/Q48035814,28079008,2023-01-05,10
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079008,2023-01-05,19
NOx,https://wikidata.org/entity/Q20962970,28079008,2023-01-05,89
ozone,https://wikidata.org/entity/Q36933,28079008,2023-01-05,20
batra,https://wikidata.org/entity/Q411087,28079008,2023-01-05,3
nitric oxide,https://wikidata.org/entity/Q207843,28079011,2023-01-05,30
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079011,2023-01-05,55
NOx,https://wikidata.org/entity/Q20962970,28079011,2023-01-05,100
batra,https://wikidata.org/entity/Q411087,28079011,2023-01-05,2.3
nitric oxide,https://wikidata.org/entity/Q207843,28079016,2023-01-05,30
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079016,2023-01-05,43
NOx,https://wikidata.org/entity/Q20962970,28079016,2023-01-05,89
ozone,https://wikidata.org/entity/Q36933,28079016,2023-01-05,12
nitric oxide,https://wikidata.org/entity/Q207843,28079017,2023-01-05,145
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079017,2023-01-05,88
NOx,https://wikidata.org/entity/Q20962970,28079017,2023-01-05,311
ozone,https://wikidata.org/entity/Q36933,28079017,2023-01-05,8
nitric oxide,https://wikidata.org/entity/Q207843,28079018,2023-01-05,51
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079018,2023-01-05,48
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079018,2023-01-05,29
NOx,https://wikidata.org/entity/Q20962970,28079018,2023-01-05,125
ozone,https://wikidata.org/entity/Q36933,28079018,2023-01-05,8
batra,https://wikidata.org/entity/Q411087,28079018,2023-01-05,0.7
nitric oxide,https://wikidata.org/entity/Q207843,28079024,2023-01-05,20
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079024,2023-01-05,40
PM 2.5,https://wikidata.org/entity/Q48035814,28079024,2023-01-05,9
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079024,2023-01-05,24
NOx,https://wikidata.org/entity/Q20962970,28079024,2023-01-05,70
ozone,https://wikidata.org/entity/Q36933,28079024,2023-01-05,9
batra,https://wikidata.org/entity/Q411087,28079024,2023-01-05,4.1
nitric oxide,https://wikidata.org/entity/Q207843,28079027,2023-01-05,34
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079027,2023-01-05,50
NOx,https://wikidata.org/entity/Q20962970,28079027,2023-01-05,102
ozone,https://wikidata.org/entity/Q36933,28079027,2023-01-05,13
sulfur dioxide,https://wikidata.org/entity/Q5282,28079035,2023-01-05,5
carbon monoxide,https://wikidata.org/entity/Q2025,28079035,2023-01-05,500.0
nitric oxide,https://wikidata.org/entity/Q207843,28079035,2023-01-05,41
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079035,2023-01-05,49
NOx,https://wikidata.org/entity/Q20962970,28079035,2023-01-05,111
ozone,https://wikidata.org/entity/Q36933,28079035,2023-01-05,12
sulfur dioxide,https://wikidata.org/entity/Q5282,28079036,2023-01-05,2
nitric oxide,https://wikidata.org/entity/Q207843,28079036,2023-01-05,40
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079036,2023-01-05,46
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079036,2023-01-05,20
NOx,https://wikidata.org/entity/Q20962970,28079036,2023-01-05,107
nitric oxide,https://wikidata.org/entity/Q207843,28079038,2023-01-05,41
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079038,2023-01-05,60
PM 2.5,https://wikidata.org/entity/Q48035814,28079038,2023-01-05,10
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079038,2023-01-05,20
NOx,https://wikidata.org/entity/Q20962970,28079038,2023-01-05,122
batra,https://wikidata.org/entity/Q411087,28079038,2023-01-05,5
nitric oxide,https://wikidata.org/entity/Q207843,28079039,2023-01-05,54
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079039,2023-01-05,60
NOx,https://wikidata.org/entity/Q20962970,28079039,2023-01-05,142
ozone,https://wikidata.org/entity/Q36933,28079039,2023-01-05,13
nitric oxide,https://wikidata.org/entity/Q207843,28079040,2023-01-05,34
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079040,2023-01-05,50
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079040,2023-01-05,19
NOx,https://wikidata.org/entity/Q20962970,28079040,2023-01-05,102
nitric oxide,https://wikidata.org/entity/Q207843,28079047,2023-01-05,46
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079047,2023-01-05,45
PM 2.5,https://wikidata.org/entity/Q48035814,28079047,2023-01-05,10
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079047,2023-01-05,21
NOx,https://wikidata.org/entity/Q20962970,28079047,2023-01-05,116
nitric oxide,https://wikidata.org/entity/Q207843,28079048,2023-01-05,15
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079048,2023-01-05,45
PM 2.5,https://wikidata.org/entity/Q48035814,28079048,2023-01-05,10
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079048,2023-01-05,17
NOx,https://wikidata.org/entity/Q20962970,28079048,2023-01-05,68
nitric oxide,https://wikidata.org/entity/Q207843,28079049,2023-01-05,17
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079049,2023-01-05,39
NOx,https://wikidata.org/entity/Q20962970,28079049,2023-01-05,65
ozone,https://wikidata.org/entity/Q36933,28079049,2023-01-05,13
nitric oxide,https://wikidata.org/entity/Q207843,28079050,2023-01-05,26
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079050,2023-01-05,49
PM 2.5,https://wikidata.org/entity/Q48035814,28079050,2023-01-05,6
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079050,2023-01-05,31
NOx,https://wikidata.org/entity/Q20962970,28079050,2023-01-05,89
nitric oxide,https://wikidata.org/entity/Q207843,28079054,2023-01-05,69
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079054,2023-01-05,58
NOx,https://wikidata.org/entity/Q20962970,28079054,2023-01-05,164
ozone,https://wikidata.org/entity/Q36933,28079054,2023-01-05,15
nitric oxide,https://wikidata.org/entity/Q207843,28079055,2023-01-05,35
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079055,2023-01-05,56
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079055,2023-01-05,22
NOx,https://wikidata.org/entity/Q20962970,28079055,2023-01-05,109
batra,https://wikidata.org/entity/Q411087,28079055,2023-01-05,2.6
carbon monoxide,https://wikidata.org/entity/Q2025,28079056,2023-01-05,600.0
nitric oxide,https://wikidata.org/entity/Q207843,28079056,2023-01-05,73
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079056,2023-01-05,60
PM 2.5,https://wikidata.org/entity/Q48035814,28079056,2023-01-05,15
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079056,2023-01-05,28
NOx,https://wikidata.org/entity/Q20962970,28079056,2023-01-05,172
nitric oxide,https://wikidata.org/entity/Q207843,28079057,2023-01-05,38
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079057,2023-01-05,52
PM 2.5,https://wikidata.org/entity/Q48035814,28079057,2023-01-05,9
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079057,2023-01-05,17
NOx,https://wikidata.org/entity/Q20962970,28079057,2023-01-05,110
nitric oxide,https://wikidata.org/entity/Q207843,28079058,2023-01-05,15
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079058,2023-01-05,30
NOx,https://wikidata.org/entity/Q20962970,28079058,2023-01-05,53
ozone,https://wikidata.org/entity/Q36933,28079058,2023-01-05,11
nitric oxide,https://wikidata.org/entity/Q207843,28079059,2023-01-05,13
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079059,2023-01-05,35
NOx,https://wikidata.org/entity/Q20962970,28079059,2023-01-05,55
ozone,https://wikidata.org/entity/Q36933,28079059,2023-01-05,22
nitric oxide,https://wikidata.org/entity/Q207843,28079060,2023-01-05,31
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079060,2023-01-05,49
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079060,2023-01-05,21
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079060,2023-01-05,10
NOx,https://wikidata.org/entity/Q20962970,28079060,2023-01-05,95
ozone,https://wikidata.org/entity/Q36933,28079060,2023-01-05,12
sulfur dioxide,https://wikidata.org/entity/Q5282,28079004,2023-01-06,2
carbon monoxide,https://wikidata.org/entity/Q2025,28079004,2023-01-06,500.0
nitric oxide,https://wikidata.org/entity/Q207843,28079004,2023-01-06,37
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079004,2023-01-06,39
NOx,https://wikidata.org/entity/Q20962970,28079004,2023-01-06,96
sulfur dioxide,https://wikidata.org/entity/Q5282,28079008,2023-01-06,3
carbon monoxide,https://wikidata.org/entity/Q2025,28079008,2023-01-06,500.0
nitric oxide,https://wikidata.org/entity/Q207843,28079008,2023-01-06,19
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079008,2023-01-06,49
PM 2.5,https://wikidata.org/entity/Q48035814,28079008,2023-01-06,19
PM10 (including PM 2.5),https://wikidata.org/entity/Q48035511,28079008,2023-01-06,27
NOx,https://wikidata.org/entity/Q20962970,28079008,2023-01-06,78
ozone,https://wikidata.org/entity/Q36933,28079008,2023-01-06,15
batra,https://wikidata.org/entity/Q411087,28079008,2023-01-06,2.7
nitric oxide,https://wikidata.org/entity/Q207843,28079011,2023-01-06,11
nitrogen dioxide,https://wikidata.org/entity/Q207895,28079011,2023-01-06,49
NOx,https://wikidata.org/entity/Q20962970,28079011,2023-01-06,66
